"","count","condition","gene1","gene","strain","background","knockout"
"1807",177561.543147967,"deop-9","gene 5","5","11-44-phi9v2","10deop","phi9"
"1808",133290.596528911,"deop-9","gene 5","5","11-44-phi9v2","10deop","phi9"
"1809",75323.0993923359,"deop-9","gene 5","5","11-44-phi9v2","10deop","phi9"
"1810",110113.243399228,"deop-9","gene 5","5","11-44-phi9v2","10deop","phi9"
"1811",230974.886956934,"8st-9","gene 5","5","8st-9","8st","phi9"
"1812",177418.509597214,"8st-9","gene 5","5","8st-9","8st","phi9"
"1813",141477.382681265,"8st-9","gene 5","5","8st-9","8st","phi9"
"1814",240966.131978099,"8st-9","gene 5","5","8st-9","8st","phi9"
"1815",162847.992771736,"8st-9","gene 5","5","8st-9","8st","phi9"
"1816",278771.845544608,"8st-9","gene 5","5","8st-9","8st","phi9"
"1817",229844.883256958,"8st-9","gene 5","5","8st-9","8st","phi9"
"1818",292087.005778815,"8st-910","gene 5","5","8st-910","8st","phi910"
"1819",222392.360637226,"8st-910","gene 5","5","8st-910","8st","phi910"
"1820",137189.747499318,"8st-910","gene 5","5","8st-910","8st","phi910"
"1821",205204.965797955,"8st-910","gene 5","5","8st-910","8st","phi910"
"1822",172214.905875324,"8st-910","gene 5","5","8st-910","8st","phi910"
"1823",316632.715807956,"8st-910","gene 5","5","8st-910","8st","phi910"
"1824",209196.244422278,"8st-910","gene 5","5","8st-910","8st","phi910"
"1825",114884.352352054,"8st-910evo","gene 5","5","8st-910evo","8st","phi910"
"1826",123153.170952182,"8st-910evo","gene 5","5","8st-910evo","8st","phi910"
"1827",132368.992827164,"8st-910evo","gene 5","5","8st-910evo","8st","phi910"
"1828",120535.176545466,"910L2evo","gene 5","5","910L2evo","wt","phi910"
"1829",107929.076537553,"910L2evo","gene 5","5","910L2evo","wt","phi910"
"1830",103913.308253269,"910L2evo","gene 5","5","910L2evo","wt","phi910"
"1831",160085.441105235,"wt-10","gene 5","5","phi10","wt","phi10"
"1832",129116.046791561,"wt-10","gene 5","5","phi10","wt","phi10"
"1833",92425.3960229319,"wt-10","gene 5","5","phi10","wt","phi10"
"1834",115478.466243687,"wt-10","gene 5","5","phi10","wt","phi10"
"1835",99201.7946362949,"wt-10","gene 5","5","phi10","wt","phi10"
"1836",84790.2920945356,"wt-10","gene 5","5","phi10","wt","phi10"
"1837",137914.833827123,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1838",141837.670900546,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1839",85189.5222253439,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1840",128609.470167735,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1841",121732.739359474,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1842",130834.220996655,"wt-910","gene 5","5","phi910v2","wt","phi910"
"1843",143271.215589841,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1844",169157.375269445,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1845",90941.8261646058,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1846",127583.907344534,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1847",92808.9065548133,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1848",173727.633532483,"wt-9","gene 5","5","phi9v2","wt","phi9"
"1849",159539.02822937,"wt","gene 5","5","wt","wt","wt"
"1850",124197.625493073,"wt","gene 5","5","wt","wt","wt"
"1851",115591.546202089,"wt","gene 5","5","wt","wt","wt"
"1852",86088.3925294756,"wt","gene 5","5","wt","wt","wt"
"1853",76655.4155732872,"wt","gene 5","5","wt","wt","wt"
"1854",89422.3553109104,"wt","gene 5","5","wt","wt","wt"
"1855",153223.637955808,"wt","gene 5","5","wt","wt","wt"
"1856",166394.68264176,"wt","gene 5","5","wt","wt","wt"
"1857",30229.4841581942,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1858",25434.8158509273,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1859",31258.9003113856,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1860",41443.9570368487,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1861",28468.7262447169,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1862",35224.8167803004,"deop","gene 5.3","5.3","11-44","10deop","wt"
"1863",42737.6865877537,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1864",51170.8027904988,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1865",43379.3157954261,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1866",60949.1292259263,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1867",55049.9044609937,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1868",58432.2442193903,"deop-10","gene 5.3","5.3","11-44-phi10","10deop","phi10"
"1869",47281.123823924,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1870",42999.3374296101,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1871",44399.9115313305,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1872",43862.1409213061,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1873",42022.3014607936,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1874",48819.5338976575,"deop-9","gene 5.3","5.3","11-44-phi9v2","10deop","phi9"
"1875",61139.508998706,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1876",51141.4010702655,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1877",44469.6292739711,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1878",71615.964273569,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1879",62514.5853632602,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1880",99978.806782124,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1881",46845.3825498484,"8st-9","gene 5.3","5.3","8st-9","8st","phi9"
"1882",76842.656974062,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1883",57578.5571469618,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1884",47034.9642258913,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1885",83784.247379585,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1886",69037.1784918192,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1887",95674.1654468174,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1888",50332.4987977363,"8st-910","gene 5.3","5.3","8st-910","8st","phi910"
"1889",39288.8674878913,"8st-910evo","gene 5.3","5.3","8st-910evo","8st","phi910"
"1890",38262.3603833144,"8st-910evo","gene 5.3","5.3","8st-910evo","8st","phi910"
"1891",51586.4083684216,"8st-910evo","gene 5.3","5.3","8st-910evo","8st","phi910"
"1892",41493.3998841849,"910L2evo","gene 5.3","5.3","910L2evo","wt","phi910"
"1893",35424.1026464648,"910L2evo","gene 5.3","5.3","910L2evo","wt","phi910"
"1894",34427.0000159327,"910L2evo","gene 5.3","5.3","910L2evo","wt","phi910"
"1895",46207.793247024,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1896",42753.2827135543,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1897",33917.4427253563,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1898",54622.248016034,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1899",52529.0737874899,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1900",40547.9418097511,"wt-10","gene 5.3","5.3","phi10","wt","phi10"
"1901",59795.1455427657,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1902",60223.4151818676,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1903",52730.1781217017,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1904",66399.5664638978,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1905",84539.2394188215,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1906",52201.7395189935,"wt-910","gene 5.3","5.3","phi910v2","wt","phi910"
"1907",49653.3263134851,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1908",52334.049466781,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1909",35247.2343030667,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1910",54335.430714005,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1911",50926.3888557408,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1912",70944.1138566098,"wt-9","gene 5.3","5.3","phi9v2","wt","phi9"
"1913",47783.2601430301,"wt","gene 5.3","5.3","wt","wt","wt"
"1914",37399.3276663703,"wt","gene 5.3","5.3","wt","wt","wt"
"1915",33241.9134104875,"wt","gene 5.3","5.3","wt","wt","wt"
"1916",57037.2126471235,"wt","gene 5.3","5.3","wt","wt","wt"
"1917",37056.1597823445,"wt","gene 5.3","5.3","wt","wt","wt"
"1918",39344.9966641645,"wt","gene 5.3","5.3","wt","wt","wt"
"1919",44457.7702455623,"wt","gene 5.3","5.3","wt","wt","wt"
"1920",37617.9720487945,"wt","gene 5.3","5.3","wt","wt","wt"
"1921",65274.8357808249,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1922",43737.9906328601,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1923",51941.4423288739,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1924",52088.1135456104,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1925",36867.5119736271,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1926",39354.2334664782,"deop","gene 5.5-5.7","5.5-5.7","11-44","10deop","wt"
"1927",73633.9444209747,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1928",65778.4488912574,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1929",78062.5598751659,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1930",61909.0148432843,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1931",58852.330676313,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1932",67339.8367131245,"deop-10","gene 5.5-5.7","5.5-5.7","11-44-phi10","10deop","phi10"
"1933",51561.7466216936,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1934",62983.4367048773,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1935",64079.58187781,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1936",61319.0469245398,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1937",38224.0351075957,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1938",44172.7911850985,"deop-9","gene 5.5-5.7","5.5-5.7","11-44-phi9v2","10deop","phi9"
"1939",117403.009956471,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1940",96542.1838125383,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1941",98676.7062258356,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1942",135799.299277511,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1943",85489.2170490633,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1944",108714.76763803,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1945",117191.477293972,"8st-9","gene 5.5-5.7","5.5-5.7","8st-9","8st","phi9"
"1946",118215.020532759,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1947",98820.2308398801,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1948",92410.5397570977,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1949",95339.858887413,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1950",79663.3450849264,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1951",126138.491561351,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1952",112610.22077766,"8st-910","gene 5.5-5.7","5.5-5.7","8st-910","8st","phi910"
"1953",66265.7502499196,"8st-910evo","gene 5.5-5.7","5.5-5.7","8st-910evo","8st","phi910"
"1954",77334.6596161655,"8st-910evo","gene 5.5-5.7","5.5-5.7","8st-910evo","8st","phi910"
"1955",73891.0639103403,"8st-910evo","gene 5.5-5.7","5.5-5.7","8st-910evo","8st","phi910"
"1956",68548.6502735094,"910L2evo","gene 5.5-5.7","5.5-5.7","910L2evo","wt","phi910"
"1957",69763.9950775792,"910L2evo","gene 5.5-5.7","5.5-5.7","910L2evo","wt","phi910"
"1958",73359.7057182024,"910L2evo","gene 5.5-5.7","5.5-5.7","910L2evo","wt","phi910"
"1959",91163.037450384,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1960",72290.2817624774,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1961",62801.9270329891,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1962",71542.6133719979,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1963",52272.1222744945,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1964",62254.3611398995,"wt-10","gene 5.5-5.7","5.5-5.7","phi10","wt","phi10"
"1965",106145.124693082,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1966",136519.841719132,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1967",147897.692982952,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1968",129538.783770699,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1969",114401.207253752,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1970",104138.720426715,"wt-910","gene 5.5-5.7","5.5-5.7","phi910v2","wt","phi910"
"1971",92244.164574194,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1972",94794.8012494911,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1973",62176.5953952934,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1974",76744.5080250175,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1975",45519.186174356,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1976",85670.5712107881,"wt-9","gene 5.5-5.7","5.5-5.7","phi9v2","wt","phi9"
"1977",83138.6903756596,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1978",77897.6745972992,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1979",67984.9451558893,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1980",64387.6829324021,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1981",46243.9529968839,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1982",46866.797479826,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1983",79848.8813020558,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1984",76597.390333152,"wt","gene 5.5-5.7","5.5-5.7","wt","wt","wt"
"1985",44077.6617468162,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1986",30371.3567672162,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1987",32637.9891998621,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1988",32993.6984972016,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1989",24658.6846998511,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1990",26249.4038844369,"deop","gene 5.5","5.5","11-44","10deop","wt"
"1991",51010.6448485787,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1992",48426.6796147705,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1993",52906.6545722722,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1994",42256.9524244447,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1995",39827.8196073875,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1996",44687.9965828932,"deop-10","gene 5.5","5.5","11-44-phi10","10deop","phi10"
"1997",34640.5780783646,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"1998",45127.5499757941,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"1999",41205.9038986777,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"2000",40337.5012488771,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"2001",26404.382163371,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"2002",30708.5314849927,"deop-9","gene 5.5","5.5","11-44-phi9v2","10deop","phi9"
"2003",77871.3268877037,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2004",68048.5587874641,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2005",63855.175199151,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2006",85908.9986459091,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2007",53231.0455903129,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2008",70099.8860257295,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2009",75386.1017007414,"8st-9","gene 5.5","5.5","8st-9","8st","phi9"
"2010",77374.363331393,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2011",68384.8729453485,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2012",62459.6241324852,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2013",63257.1240623913,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2014",48366.4391322736,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2015",80307.5819672064,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2016",78190.9589013733,"8st-910","gene 5.5","5.5","8st-910","8st","phi910"
"2017",44191.3365535472,"8st-910evo","gene 5.5","5.5","8st-910evo","8st","phi910"
"2018",50343.4297952412,"8st-910evo","gene 5.5","5.5","8st-910evo","8st","phi910"
"2019",47889.618236937,"8st-910evo","gene 5.5","5.5","8st-910evo","8st","phi910"
"2020",49210.7800125202,"910L2evo","gene 5.5","5.5","910L2evo","wt","phi910"
"2021",49870.7718996752,"910L2evo","gene 5.5","5.5","910L2evo","wt","phi910"
"2022",52830.467349737,"910L2evo","gene 5.5","5.5","910L2evo","wt","phi910"
"2023",63899.5581323355,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2024",50892.843117397,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2025",43499.7016686673,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2026",49551.9966329747,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2027",33903.6912193372,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2028",42902.5505260691,"wt-10","gene 5.5","5.5","phi10","wt","phi10"
"2029",70476.5529463405,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2030",96675.8081509302,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2031",104188.531221168,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2032",83118.2863366743,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2033",72006.4390353204,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2034",68835.6831452698,"wt-910","gene 5.5","5.5","phi910v2","wt","phi910"
"2035",64451.1711080227,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2036",67601.0349357799,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2037",44334.2983303963,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2038",51197.8249892518,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2039",29953.6153624368,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2040",58325.6486523237,"wt-9","gene 5.5","5.5","phi9v2","wt","phi9"
"2041",54513.4540804005,"wt","gene 5.5","5.5","wt","wt","wt"
"2042",54919.372067707,"wt","gene 5.5","5.5","wt","wt","wt"
"2043",47129.2330937359,"wt","gene 5.5","5.5","wt","wt","wt"
"2044",42155.2189876931,"wt","gene 5.5","5.5","wt","wt","wt"
"2045",32192.3468186997,"wt","gene 5.5","5.5","wt","wt","wt"
"2046",31893.8418600625,"wt","gene 5.5","5.5","wt","wt","wt"
"2047",51999.8163757821,"wt","gene 5.5","5.5","wt","wt","wt"
"2048",52044.261694822,"wt","gene 5.5","5.5","wt","wt","wt"
"2049",37772.4358110641,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2050",25935.01707905,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2051",33047.4506430386,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2052",32441.3432891757,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2053",21762.4380714823,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2054",23505.1804759527,"deop","gene 5.7","5.7","11-44","10deop","wt"
"2055",41307.4114655464,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2056",38231.9076098878,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2057",45377.4799030448,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2058",35596.5216101237,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2059",33642.244868746,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2060",39147.4998335343,"deop-10","gene 5.7","5.7","11-44-phi10","10deop","phi10"
"2061",29378.5073728172,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2062",36081.4999882693,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2063",39468.0581912253,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2064",36147.1504718814,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2065",21672.889755898,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2066",24766.9932770071,"deop-9","gene 5.7","5.7","11-44-phi9v2","10deop","phi9"
"2067",63409.737592336,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2068",52040.6984854041,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2069",57594.3898934735,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2070",79550.9516129826,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2071",50758.0712012545,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2072",63492.0172861108,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2073",70201.8760783392,"8st-9","gene 5.7","5.7","8st-9","8st","phi9"
"2074",65376.9159014979,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2075",54812.5240297124,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2076",52503.2099602984,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2077",54262.1425094442,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2078",49824.8974976125,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2079",73155.5174914884,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2080",60675.6288567974,"8st-910","gene 5.7","5.7","8st-910","8st","phi910"
"2081",36535.8671499652,"8st-910evo","gene 5.7","5.7","8st-910evo","8st","phi910"
"2082",43945.0044424679,"8st-910evo","gene 5.7","5.7","8st-910evo","8st","phi910"
"2083",42361.6434220726,"8st-910evo","gene 5.7","5.7","8st-910evo","8st","phi910"
"2084",35804.1407074797,"910L2evo","gene 5.7","5.7","910L2evo","wt","phi910"
"2085",36318.5136097281,"910L2evo","gene 5.7","5.7","910L2evo","wt","phi910"
"2086",38238.2420947844,"910L2evo","gene 5.7","5.7","910L2evo","wt","phi910"
"2087",47869.7658209981,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2088",40648.5538832236,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2089",35045.007914047,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2090",39488.2283466972,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2091",31489.0674219832,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2092",35969.5359724661,"wt-10","gene 5.7","5.7","phi10","wt","phi10"
"2093",59537.4658151246,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2094",72537.4710329673,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2095",82219.1127207389,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2096",76477.5429733551,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2097",70848.1395544053,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2098",59040.1784233623,"wt-910","gene 5.7","5.7","phi910v2","wt","phi910"
"2099",50232.1522509603,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2100",50780.8763786054,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2101",34634.6232450445,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2102",42964.8368744891,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2103",27034.7379340354,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2104",47275.3239497866,"wt-9","gene 5.7","5.7","phi9v2","wt","phi9"
"2105",47271.8368839127,"wt","gene 5.7","5.7","wt","wt","wt"
"2106",42782.3319126333,"wt","gene 5.7","5.7","wt","wt","wt"
"2107",39247.5034452417,"wt","gene 5.7","5.7","wt","wt","wt"
"2108",37991.7107510452,"wt","gene 5.7","5.7","wt","wt","wt"
"2109",25062.8320261728,"wt","gene 5.7","5.7","wt","wt","wt"
"2110",26599.3898239456,"wt","gene 5.7","5.7","wt","wt","wt"
"2111",44903.6469269919,"wt","gene 5.7","5.7","wt","wt","wt"
"2112",44612.7428749973,"wt","gene 5.7","5.7","wt","wt","wt"
"2113",30041.1345925458,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2114",23811.1260004769,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2115",26973.7725692535,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2116",25003.951559562,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2117",16375.2216467008,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2118",17925.162644824,"deop","gene 5.9","5.9","11-44","10deop","wt"
"2119",28829.8044866498,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2120",31212.622792859,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2121",33360.6094252243,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2122",26397.6704370619,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2123",25361.7985710134,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2124",28846.4040857151,"deop-10","gene 5.9","5.9","11-44-phi10","10deop","phi10"
"2125",22486.9814870488,"deop-9","gene 5.9","5.9","11-44-phi9v2","10deop","phi9"
"2126",31374.4350625766,"deop-9","gene 5.9","5.9","11-44-phi9v2","10deop","phi9"
"2127",29879.6695580748,"deop-9","gene 5.9","5.9","11-44-phi9v2","10deop","phi9"
"2128",26115.9837139726,"deop-9","gene 5.9","5.9","11-44-phi9v2","10deop","phi9"
"2129",15591.7902790127,"deop-9","gene 5.9","5.9","11-44-phi9v2","10deop","phi9"
