"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13351,13564,"T7p26","4.3",34267
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13583,13853,"T7p27","4.5",25182
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",13926,14334,"T7p28","4.7",13841
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",14352,16467,"T7p29","5",112392
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16482,16839,"T7p30","5.3",37499
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16850,17359,"T7p31","5.5-5.7",54927
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",16850,17150,"T7p32","5.5",39355
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17149,17359,"T7p33","5.7",31466
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17358,17517,"T7p34","5.9",27361
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",17503,18406,"T7p35","6",145695
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18393,18507,"T7p36","6.3",26920
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18604,18859,"T7p37","6.5",203033
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",18863,19130,"T7p38","6.7",239375
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19129,19531,"T7p39","7",319099
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19534,19834,"T7p40","7.3",288443
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",19847,20240,"T7p41","7.7",237724
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",20239,21850,"T7p42","8",514167
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",21949,22873,"T7p43","9",258895
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",22966,24162,"T7p44","10B",1510315
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",22966,24004,"T7p45","10A",1421600
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",24227,24818,"T7p46","11",73645
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",24841,27226,"T7p47","12",344663
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",27306,27723,"T7p48","13",75986
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",27727,28318,"T7p49","14",246208
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",28324,30568,"T7p50","15",672794
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",30594,34551,"T7p51","16",871061
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",34623,36285,"T7p52","17",1065986
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36343,36547,"T7p53","17.5",102226
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36552,36822,"T7p54","18",148730
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",36916,37348,"T7p55","18.5",162556
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",37031,37283,"T7p56","18.7",102664
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",37369,39130,"T7p57","19",642746
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",38015,38273,"T7p58","19.2",161000
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",38552,38726,"T7p59","19.3",91150
"11-44-phi9v2","deop-9","10deop","phi9","PA131","3","T7_10deop",39388,39538,"T7p60","19.5",155384
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",890,1468,"T7p01","0.3",7751
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1277,1433,"T7p02","0.4",0
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1468,3138,"T7p03","0.7",12260
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1495,1639,"T7p04","0.5",1
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1635,1972,"T7p05","0.6B",2
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",3138,5887,"T7p07","1",83189
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",5887,6448,"T7p08","1.2",39486
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",6006,6135,"T7p09","1.1",7116
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",6448,7588,"T7p10","1.3",128292
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7607,7763,"T7p11","1.4",7035
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7790,7880,"T7p12","1.5",11483
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",7905,8166,"T7p13","1.6",26189
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8165,8756,"T7p14","1.7",59918
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8748,8895,"T7p15","1.8",22871
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",8897,9092,"T7p16","2",18593
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",9157,9856,"T7p17","2.5",82277
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",9856,10276,"T7p18","2.8",86367
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",10256,10706,"T7p19","3",74426
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",10705,11161,"T7p20","3.5",114386
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11224,11590,"T7p21","3.8",4125
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11564,13265,"T7p22","4A",28727
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11634,11757,"T7p23","4.1",3207
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",11753,13265,"T7p24","4B",26274
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",12987,13326,"T7p25","4.2",8878
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13351,13564,"T7p26","4.3",8065
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13583,13853,"T7p27","4.5",6822
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",13926,14334,"T7p28","4.7",12146
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",14352,16467,"T7p29","5",111573
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16482,16839,"T7p30","5.3",27899
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16850,17359,"T7p31","5.5-5.7",40265
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",16850,17150,"T7p32","5.5",25892
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17149,17359,"T7p33","5.7",24800
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17358,17517,"T7p34","5.9",18775
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",17503,18406,"T7p35","6",108316
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18393,18507,"T7p36","6.3",21831
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18604,18859,"T7p37","6.5",262836
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",18863,19130,"T7p38","6.7",278757
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19129,19531,"T7p39","7",353401
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19534,19834,"T7p40","7.3",260076
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",19847,20240,"T7p41","7.7",331934
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",20239,21850,"T7p42","8",696731
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",21949,22873,"T7p43","9",343895
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",22966,24162,"T7p44","10B",1350144
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",22966,24004,"T7p45","10A",1288355
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",24227,24818,"T7p46","11",93623
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",24841,27226,"T7p47","12",461062
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",27306,27723,"T7p48","13",109328
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",27727,28318,"T7p49","14",345482
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",28324,30568,"T7p50","15",1023123
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",30594,34551,"T7p51","16",1490407
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",34623,36285,"T7p52","17",1220063
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36343,36547,"T7p53","17.5",118493
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36552,36822,"T7p54","18",143122
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",36916,37348,"T7p55","18.5",185228
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",37031,37283,"T7p56","18.7",130301
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",37369,39130,"T7p57","19",1061300
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",38015,38273,"T7p58","19.2",251953
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",38552,38726,"T7p59","19.3",156487
"11-44-phi9v2","deop-9","10deop","phi9","PA146","4","T7_10deop",39388,39538,"T7p60","19.5",307662
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",890,1468,"T7p01","0.3",33926
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1277,1433,"T7p02","0.4",3
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1468,3138,"T7p03","0.7",29702
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1495,1639,"T7p04","0.5",2
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1635,1972,"T7p05","0.6B",4
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",1635,1797,"T7p06","0.6A",3
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",3138,5887,"T7p07","1",157505
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",5887,6448,"T7p08","1.2",155361
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",6006,6135,"T7p09","1.1",33359
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",6448,7588,"T7p10","1.3",394570
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7607,7763,"T7p11","1.4",23880
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7790,7880,"T7p12","1.5",45784
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",7905,8166,"T7p13","1.6",108328
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8165,8756,"T7p14","1.7",227227
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8748,8895,"T7p15","1.8",92207
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",8897,9092,"T7p16","2",77714
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",9157,9856,"T7p17","2.5",307266
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",9856,10276,"T7p18","2.8",266330
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",10256,10706,"T7p19","3",373048
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",10705,11161,"T7p20","3.5",515495
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11224,11590,"T7p21","3.8",13060
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11564,13265,"T7p22","4A",90934
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11634,11757,"T7p23","4.1",10069
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",11753,13265,"T7p24","4B",83498
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",12987,13326,"T7p25","4.2",33540
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13351,13564,"T7p26","4.3",38147
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13583,13853,"T7p27","4.5",27169
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",13926,14334,"T7p28","4.7",31189
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",14352,16467,"T7p29","5",246073
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16482,16839,"T7p30","5.3",80975
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16850,17359,"T7p31","5.5-5.7",113203
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",16850,17150,"T7p32","5.5",74468
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17149,17359,"T7p33","5.7",66732
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17358,17517,"T7p34","5.9",48213
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",17503,18406,"T7p35","6",247673
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18393,18507,"T7p36","6.3",53057
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18604,18859,"T7p37","6.5",522926
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",18863,19130,"T7p38","6.7",549083
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19129,19531,"T7p39","7",823426
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19534,19834,"T7p40","7.3",659972
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",19847,20240,"T7p41","7.7",719333
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",20239,21850,"T7p42","8",1415103
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",21949,22873,"T7p43","9",696624
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",22966,24162,"T7p44","10B",3206581
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",22966,24004,"T7p45","10A",3080272
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",24227,24818,"T7p46","11",178586
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",24841,27226,"T7p47","12",788889
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",27306,27723,"T7p48","13",204174
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",27727,28318,"T7p49","14",552909
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",28324,30568,"T7p50","15",1707154
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",30594,34551,"T7p51","16",2308682
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",34623,36285,"T7p52","17",2327598
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36343,36547,"T7p53","17.5",253133
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36552,36822,"T7p54","18",304311
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",36916,37348,"T7p55","18.5",381357
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",37031,37283,"T7p56","18.7",227511
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",37369,39130,"T7p57","19",1542463
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",38015,38273,"T7p58","19.2",344922
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",38552,38726,"T7p59","19.3",217376
"11-44-phi9v2","deop-9","10deop","phi9","PA150","5","T7_10deop",39388,39538,"T7p60","19.5",383757
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",890,1468,"T7p01","0.3",13431
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1277,1433,"T7p02","0.4",1
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1468,3138,"T7p03","0.7",17272
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1495,1639,"T7p04","0.5",1
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1635,1972,"T7p05","0.6B",3
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",1635,1797,"T7p06","0.6A",1
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",3138,5887,"T7p07","1",86972
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",5887,6448,"T7p08","1.2",96417
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",6006,6135,"T7p09","1.1",20803
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",6448,7588,"T7p10","1.3",191187
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7607,7763,"T7p11","1.4",9261
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7790,7880,"T7p12","1.5",22687
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",7905,8166,"T7p13","1.6",40320
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8165,8756,"T7p14","1.7",104116
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8748,8895,"T7p15","1.8",38997
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",8897,9092,"T7p16","2",30905
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",9157,9856,"T7p17","2.5",96492
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",9856,10276,"T7p18","2.8",77195
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",10256,10706,"T7p19","3",215527
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",10705,11161,"T7p20","3.5",170187
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11224,11590,"T7p21","3.8",6261
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11564,13265,"T7p22","4A",28574
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11634,11757,"T7p23","4.1",3217
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",11753,13265,"T7p24","4B",25888
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",12987,13326,"T7p25","4.2",14776
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13351,13564,"T7p26","4.3",19339
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13583,13853,"T7p27","4.5",7117
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",13926,14334,"T7p28","4.7",9476
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",14352,16467,"T7p29","5",62229
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16482,16839,"T7p30","5.3",34717
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16850,17359,"T7p31","5.5-5.7",31579
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",16850,17150,"T7p32","5.5",21814
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17149,17359,"T7p33","5.7",17905
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17358,17517,"T7p34","5.9",12881
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",17503,18406,"T7p35","6",70585
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18393,18507,"T7p36","6.3",12210
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18604,18859,"T7p37","6.5",221746
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",18863,19130,"T7p38","6.7",214875
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19129,19531,"T7p39","7",417510
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19534,19834,"T7p40","7.3",380730
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",19847,20240,"T7p41","7.7",269727
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",20239,21850,"T7p42","8",537457
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",21949,22873,"T7p43","9",256853
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",22966,24162,"T7p44","10B",2477597
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",22966,24004,"T7p45","10A",2420343
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",24227,24818,"T7p46","11",98318
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",24841,27226,"T7p47","12",346296
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",27306,27723,"T7p48","13",136283
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",27727,28318,"T7p49","14",260726
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",28324,30568,"T7p50","15",776922
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",30594,34551,"T7p51","16",1136531
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",34623,36285,"T7p52","17",1232600
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",36343,36547,"T7p53","17.5",113838
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",36552,36822,"T7p54","18",176485
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",36916,37348,"T7p55","18.5",250844
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",37031,37283,"T7p56","18.7",126587
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",37369,39130,"T7p57","19",843894
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",38015,38273,"T7p58","19.2",176284
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",38552,38726,"T7p59","19.3",119562
"11-44-phi9v2","deop-9","10deop","phi9","PA159","6","T7_10deop",39388,39538,"T7p60","19.5",232039
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",890,1468,"T7p01","0.3",11665
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",1277,1433,"T7p02","0.4",1
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",1468,3138,"T7p03","0.7",14748
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",1495,1639,"T7p04","0.5",2
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",1635,1972,"T7p05","0.6B",1
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",3138,5887,"T7p07","1",89409
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",5887,6448,"T7p08","1.2",74483
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",6006,6135,"T7p09","1.1",17952
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",6448,7588,"T7p10","1.3",172737
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",7607,7763,"T7p11","1.4",8162
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",7790,7880,"T7p12","1.5",21110
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",7905,8166,"T7p13","1.6",41268
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",8165,8756,"T7p14","1.7",101089
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",8748,8895,"T7p15","1.8",36532
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",8897,9092,"T7p16","2",28870
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",9157,9856,"T7p17","2.5",102497
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",9856,10276,"T7p18","2.8",81905
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",10256,10706,"T7p19","3",194247
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",10705,11161,"T7p20","3.5",165116
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",11224,11590,"T7p21","3.8",6121
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",11564,13265,"T7p22","4A",30705
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",11634,11757,"T7p23","4.1",3275
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",11753,13265,"T7p24","4B",28043
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",12987,13326,"T7p25","4.2",13561
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",13351,13564,"T7p26","4.3",15983
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",13583,13853,"T7p27","4.5",6988
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",13926,14334,"T7p28","4.7",10136
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",14352,16467,"T7p29","5",81896
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",16482,16839,"T7p30","5.3",36309
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",16850,17359,"T7p31","5.5-5.7",32853
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",16850,17150,"T7p32","5.5",22839
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",17149,17359,"T7p33","5.7",18420
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",17358,17517,"T7p34","5.9",14143
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",17503,18406,"T7p35","6",80227
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",18393,18507,"T7p36","6.3",15072
