"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",18604,18859,"T7p37","6.5",207417
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",18863,19130,"T7p38","6.7",205192
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",19129,19531,"T7p39","7",392620
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",19534,19834,"T7p40","7.3",337581
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",19847,20240,"T7p41","7.7",274743
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",20239,21850,"T7p42","8",571837
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",21949,22873,"T7p43","9",271318
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",22966,24162,"T7p44","10B",2253430
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",22966,24004,"T7p45","10A",2191443
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",24227,24818,"T7p46","11",103707
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",24841,27226,"T7p47","12",411051
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",27306,27723,"T7p48","13",114310
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",27727,28318,"T7p49","14",271228
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",28324,30568,"T7p50","15",809856
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",30594,34551,"T7p51","16",1227978
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",34623,36285,"T7p52","17",1130653
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",36343,36547,"T7p53","17.5",96232
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",36552,36822,"T7p54","18",138974
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",36916,37348,"T7p55","18.5",232963
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",37031,37283,"T7p56","18.7",113963
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",37369,39130,"T7p57","19",793313
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",38015,38273,"T7p58","19.2",177953
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",38552,38726,"T7p59","19.3",112145
"11-44-phi9v2","deop-9","10deop","phi9","PA168","7","T7_10deop",39388,39538,"T7p60","19.5",186771
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",890,1468,"T7p01","0.3",7602
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",1277,1433,"T7p02","0.4",2
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",1468,3138,"T7p03","0.7",9721
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",1495,1639,"T7p04","0.5",0
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",1635,1972,"T7p05","0.6B",1
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",3138,5887,"T7p07","1",53743
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",5887,6448,"T7p08","1.2",71224
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",6006,6135,"T7p09","1.1",19995
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",6448,7588,"T7p10","1.3",130489
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",7607,7763,"T7p11","1.4",7334
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",7790,7880,"T7p12","1.5",17174
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",7905,8166,"T7p13","1.6",37575
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",8165,8756,"T7p14","1.7",73776
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",8748,8895,"T7p15","1.8",28700
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",8897,9092,"T7p16","2",24772
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",9157,9856,"T7p17","2.5",108359
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",9856,10276,"T7p18","2.8",96043
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",10256,10706,"T7p19","3",125271
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",10705,11161,"T7p20","3.5",224809
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",11224,11590,"T7p21","3.8",4926
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",11564,13265,"T7p22","4A",26757
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",11634,11757,"T7p23","4.1",2892
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",11753,13265,"T7p24","4B",24594
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",12987,13326,"T7p25","4.2",9484
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",13351,13564,"T7p26","4.3",16289
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",13583,13853,"T7p27","4.5",13430
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",13926,14334,"T7p28","4.7",17655
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",14352,16467,"T7p29","5",113097
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",16482,16839,"T7p30","5.3",33227
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",16850,17359,"T7p31","5.5-5.7",57248
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",16850,17150,"T7p32","5.5",39659
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",17149,17359,"T7p33","5.7",32115
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",17358,17517,"T7p34","5.9",22414
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",17503,18406,"T7p35","6",116872
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",18393,18507,"T7p36","6.3",29455
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",18604,18859,"T7p37","6.5",220919
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",18863,19130,"T7p38","6.7",215173
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",19129,19531,"T7p39","7",356029
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",19534,19834,"T7p40","7.3",309361
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",19847,20240,"T7p41","7.7",363627
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",20239,21850,"T7p42","8",1307949
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",21949,22873,"T7p43","9",549929
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",22966,24162,"T7p44","10B",999288
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",22966,24004,"T7p45","10A",935790
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",24227,24818,"T7p46","11",55385
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",24841,27226,"T7p47","12",249324
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",27306,27723,"T7p48","13",103695
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",27727,28318,"T7p49","14",261118
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",28324,30568,"T7p50","15",768460
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",30594,34551,"T7p51","16",1106894
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",34623,36285,"T7p52","17",988600
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",36343,36547,"T7p53","17.5",80611
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",36552,36822,"T7p54","18",110589
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",36916,37348,"T7p55","18.5",193273
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",37031,37283,"T7p56","18.7",109157
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",37369,39130,"T7p57","19",606411
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",38015,38273,"T7p58","19.2",126385
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",38552,38726,"T7p59","19.3",88799
"11-44-phi10","deop-10","10deop","phi10","PA126","2","T7_10deop",39388,39538,"T7p60","19.5",248342
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",890,1468,"T7p01","0.3",5152
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",1277,1433,"T7p02","0.4",0
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",1468,3138,"T7p03","0.7",7872
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",1495,1639,"T7p04","0.5",2
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",1635,1972,"T7p05","0.6B",2
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",3138,5887,"T7p07","1",37457
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",5887,6448,"T7p08","1.2",50206
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",6006,6135,"T7p09","1.1",12359
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",6448,7588,"T7p10","1.3",106115
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",7607,7763,"T7p11","1.4",5310
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",7790,7880,"T7p12","1.5",11798
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",7905,8166,"T7p13","1.6",29871
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",8165,8756,"T7p14","1.7",66661
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",8748,8895,"T7p15","1.8",20079
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",8897,9092,"T7p16","2",17309
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",9157,9856,"T7p17","2.5",64027
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",9856,10276,"T7p18","2.8",54044
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",10256,10706,"T7p19","3",86701
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",10705,11161,"T7p20","3.5",133931
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",11224,11590,"T7p21","3.8",3359
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",11564,13265,"T7p22","4A",20222
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",11634,11757,"T7p23","4.1",2447
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",11753,13265,"T7p24","4B",18191
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",12987,13326,"T7p25","4.2",8600
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",13351,13564,"T7p26","4.3",12766
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",13583,13853,"T7p27","4.5",8260
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",13926,14334,"T7p28","4.7",9701
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",14352,16467,"T7p29","5",79066
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",16482,16839,"T7p30","5.3",25267
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",16850,17359,"T7p31","5.5-5.7",32480
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",16850,17150,"T7p32","5.5",23912
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",17149,17359,"T7p33","5.7",18878
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",17358,17517,"T7p34","5.9",15412
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",17503,18406,"T7p35","6",85358
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",18393,18507,"T7p36","6.3",13945
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",18604,18859,"T7p37","6.5",152686
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",18863,19130,"T7p38","6.7",178034
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",19129,19531,"T7p39","7",238386
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",19534,19834,"T7p40","7.3",217586
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",19847,20240,"T7p41","7.7",197658
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",20239,21850,"T7p42","8",808475
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",21949,22873,"T7p43","9",384267
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",22966,24162,"T7p44","10B",876301
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",22966,24004,"T7p45","10A",835857
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",24227,24818,"T7p46","11",40247
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",24841,27226,"T7p47","12",186858
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",27306,27723,"T7p48","13",70990
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",27727,28318,"T7p49","14",216860
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",28324,30568,"T7p50","15",594542
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",30594,34551,"T7p51","16",778506
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",34623,36285,"T7p52","17",800691
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",36343,36547,"T7p53","17.5",59091
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",36552,36822,"T7p54","18",92004
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",36916,37348,"T7p55","18.5",137038
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",37031,37283,"T7p56","18.7",81056
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",37369,39130,"T7p57","19",539781
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",38015,38273,"T7p58","19.2",138346
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",38552,38726,"T7p59","19.3",79468
"11-44-phi10","deop-10","10deop","phi10","PA132","3","T7_10deop",39388,39538,"T7p60","19.5",139931
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",890,1468,"T7p01","0.3",10553
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",1277,1433,"T7p02","0.4",1
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",1468,3138,"T7p03","0.7",16749
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",1495,1639,"T7p04","0.5",0
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",1635,1972,"T7p05","0.6B",0
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",1635,1797,"T7p06","0.6A",0
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",3138,5887,"T7p07","1",74315
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",5887,6448,"T7p08","1.2",82740
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",6006,6135,"T7p09","1.1",16513
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",6448,7588,"T7p10","1.3",206268
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",7607,7763,"T7p11","1.4",13177
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",7790,7880,"T7p12","1.5",20928
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",7905,8166,"T7p13","1.6",57872
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",8165,8756,"T7p14","1.7",124833
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",8748,8895,"T7p15","1.8",46722
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",8897,9092,"T7p16","2",40932
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",9157,9856,"T7p17","2.5",157238
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",9856,10276,"T7p18","2.8",149992
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",10256,10706,"T7p19","3",144215
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",10705,11161,"T7p20","3.5",276646
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",11224,11590,"T7p21","3.8",6531
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",11564,13265,"T7p22","4A",57478
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",11634,11757,"T7p23","4.1",5693
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",11753,13265,"T7p24","4B",53001
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",12987,13326,"T7p25","4.2",19992
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",13351,13564,"T7p26","4.3",23962
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",13583,13853,"T7p27","4.5",23909
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",13926,14334,"T7p28","4.7",21468
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",14352,16467,"T7p29","5",158711
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",16482,16839,"T7p30","5.3",45112
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",16850,17359,"T7p31","5.5-5.7",81181
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",16850,17150,"T7p32","5.5",55020
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",17149,17359,"T7p33","5.7",47190
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",17358,17517,"T7p34","5.9",34693
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",17503,18406,"T7p35","6",194808
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",18393,18507,"T7p36","6.3",44381
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",18604,18859,"T7p37","6.5",262162
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",18863,19130,"T7p38","6.7",287516
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",19129,19531,"T7p39","7",382157
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",19534,19834,"T7p40","7.3",296540
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",19847,20240,"T7p41","7.7",330783
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",20239,21850,"T7p42","8",1194041
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",21949,22873,"T7p43","9",733607
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",22966,24162,"T7p44","10B",1203359
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",22966,24004,"T7p45","10A",1144247
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",24227,24818,"T7p46","11",65869
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",24841,27226,"T7p47","12",333940
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",27306,27723,"T7p48","13",112117
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",27727,28318,"T7p49","14",322247
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",28324,30568,"T7p50","15",901080
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",30594,34551,"T7p51","16",1232412
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",34623,36285,"T7p52","17",1288648
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",36343,36547,"T7p53","17.5",129553
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",36552,36822,"T7p54","18",160820
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",36916,37348,"T7p55","18.5",169167
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",37031,37283,"T7p56","18.7",120756
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",37369,39130,"T7p57","19",829139
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",38015,38273,"T7p58","19.2",190160
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",38552,38726,"T7p59","19.3",118733
"11-44-phi10","deop-10","10deop","phi10","PA147","4","T7_10deop",39388,39538,"T7p60","19.5",333904
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",890,1468,"T7p01","0.3",14055
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",1277,1433,"T7p02","0.4",0
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",1468,3138,"T7p03","0.7",19295
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",1495,1639,"T7p04","0.5",1
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",1635,1972,"T7p05","0.6B",6
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",1635,1797,"T7p06","0.6A",1
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",3138,5887,"T7p07","1",103334
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",5887,6448,"T7p08","1.2",168818
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",6006,6135,"T7p09","1.1",29510
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",6448,7588,"T7p10","1.3",292877
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",7607,7763,"T7p11","1.4",15490
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",7790,7880,"T7p12","1.5",39856
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",7905,8166,"T7p13","1.6",97532
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",8165,8756,"T7p14","1.7",266079
"11-44-phi10","deop-10","10deop","phi10","PA151","5","T7_10deop",8748,8895,"T7p15","1.8",109415
